1777864605.532839 server started (26101): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1777864605.532857 on Linux 6.17.0-22-generic #22~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 26 15:25:54 UTC 2
1777864605.532862 using libevent 2.1.12-stable poll
1777864605.532865 using ncurses 6.4 20240113
1777864605.565622 applying terminal feature: bpaste
1777864605.565624 adding capability: Enbp=\\E[?2004h
1777864605.565626 adding capability: Dsbp=\\E[?2004l
1777864605.565628 applying terminal feature: ccolour
1777864605.565629 adding capability: Cs=\\E]12;%p1%s\\a
1777864605.565631 adding capability: Cr=\\E]112\\a
1777864605.565633 applying terminal feature: clipboard
1777864605.565634 adding capability: Ms=\\E]52;%p1%s;%p2%s\\a
1777864605.565636 applying terminal feature: cstyle
1777864605.565637 adding capability: Ss=\\E[%p1%d q
1777864605.565639 adding capability: Se=\\E[2 q
1777864605.565641 applying terminal feature: focus
1777864605.565642 adding capability: Enfcs=\\E[?1004h
1777864605.565644 adding capability: Dsfcs=\\E[?1004l
1777864605.565645 applying terminal feature: RGB
1777864605.565646 adding capability: AX
1777864605.565649 adding capability: setrgbf=\\E[38;2;%p1%d;%p2%d;%p3%dm
1777864605.565650 adding capability: setrgbb=\\E[48;2;%p1%d;%p2%d;%p3%dm
1777864605.565653 adding capability: setab=\\E[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1777864605.565655 adding capability: setaf=\\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1777864605.565657 applying terminal feature: title
1777864605.565658 adding capability: tsl=\\E]0;
1777864605.565660 adding capability: fsl=\\a
1777864605.565662 xterm-256color override: RGB
1777864605.565667 SIXEL flag is 0
1777864605.565669 RGBCOLOURS flag is 1
1777864605.565670 DECSLRM flag is 0
1777864605.565671 DECFRA flag is 0
1777864605.565672 NOAM flag is 0
1777864605.565674 xterm-256color   0: acsc: (string) ``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1777864605.565676 xterm-256color   1: am: (flag) true
1777864605.565677 xterm-256color   2: AX: (flag) true
1777864605.565678 xterm-256color   3: bce: (flag) true
1777864605.565680 xterm-256color   4: bel: (string) \\a
1777864605.565681 xterm-256color   5: Bidi: [missing]
1777864605.565683 xterm-256color   6: blink: (string) \\033[5m
1777864605.565684 xterm-256color   7: bold: (string) \\033[1m
1777864605.565685 xterm-256color   8: civis: (string) \\033[?25l
1777864605.565687 xterm-256color   9: clear: (string) \\033[H\\033[2J
1777864605.565688 xterm-256color  10: Clmg: [missing]
1777864605.565689 xterm-256color  11: Cmg: [missing]
1777864605.565691 xterm-256color  12: cnorm: (string) \\033[?12l\\033[?25h
1777864605.565692 xterm-256color  13: colors: (number) 256
1777864605.565694 xterm-256color  14: Cr: (string) \\033]112\\a
1777864605.565695 xterm-256color  15: Cs: (string) \\033]12;%p1%s\\a
1777864605.565696 xterm-256color  16: csr: (string) \\033[%i%p1%d;%p2%dr
1777864605.565698 xterm-256color  17: cub: (string) \\033[%p1%dD
1777864605.565699 xterm-256color  18: cub1: (string) \\b
1777864605.565701 xterm-256color  19: cud: (string) \\033[%p1%dB
1777864605.565702 xterm-256color  20: cud1: (string) \\n
1777864605.565703 xterm-256color  21: cuf: (string) \\033[%p1%dC
1777864605.565705 xterm-256color  22: cuf1: (string) \\033[C
1777864605.565706 xterm-256color  23: cup: (string) \\033[%i%p1%d;%p2%dH
1777864605.565707 xterm-256color  24: cuu: (string) \\033[%p1%dA
1777864605.565709 xterm-256color  25: cuu1: (string) \\033[A
1777864605.565710 xterm-256color  26: cvvis: (string) \\033[?12;25h
1777864605.565711 xterm-256color  27: dch: (string) \\033[%p1%dP
1777864605.565713 xterm-256color  28: dch1: (string) \\033[P
1777864605.565714 xterm-256color  29: dim: (string) \\033[2m
1777864605.565715 xterm-256color  30: dl: (string) \\033[%p1%dM
1777864605.565716 xterm-256color  31: dl1: (string) \\033[M
1777864605.565718 xterm-256color  32: Dsbp: (string) \\033[?2004l
1777864605.565719 xterm-256color  33: Dseks: [missing]
1777864605.565720 xterm-256color  34: Dsfcs: (string) \\033[?1004l
1777864605.565722 xterm-256color  35: Dsmg: [missing]
1777864605.565723 xterm-256color  36: E3: (string) \\033[3J
1777864605.565724 xterm-256color  37: ech: (string) \\033[%p1%dX
1777864605.565726 xterm-256color  38: ed: (string) \\033[J
1777864605.565727 xterm-256color  39: el: (string) \\033[K
1777864605.565728 xterm-256color  40: el1: (string) \\033[1K
1777864605.565730 xterm-256color  41: enacs: [missing]
1777864605.565731 xterm-256color  42: Enbp: (string) \\033[?2004h
1777864605.565732 xterm-256color  43: Eneks: [missing]
1777864605.565734 xterm-256color  44: Enfcs: (string) \\033[?1004h
1777864605.565735 xterm-256color  45: Enmg: [missing]
1777864605.565736 xterm-256color  46: fsl: (string) \\a
1777864605.565737 xterm-256color  47: Hls: [missing]
1777864605.565739 xterm-256color  48: home: (string) \\033[H
1777864605.565740 xterm-256color  49: hpa: (string) \\033[%i%p1%dG
1777864605.565741 xterm-256color  50: ich: (string) \\033[%p1%d@
1777864605.565743 xterm-256color  51: ich1: [missing]
1777864605.565744 xterm-256color  52: il: (string) \\033[%p1%dL
1777864605.565745 xterm-256color  53: il1: (string) \\033[L
1777864605.565747 xterm-256color  54: indn: (string) \\033[%p1%dS
1777864605.565748 xterm-256color  55: invis: (string) \\033[8m
1777864605.565749 xterm-256color  56: kcbt: (string) \\033[Z
1777864605.565750 xterm-256color  57: kcub1: (string) \\033OD
1777864605.565752 xterm-256color  58: kcud1: (string) \\033OB
1777864605.565753 xterm-256color  59: kcuf1: (string) \\033OC
1777864605.565754 xterm-256color  60: kcuu1: (string) \\033OA
1777864605.565756 xterm-256color  61: kDC: (string) \\033[3;2~
1777864605.565757 xterm-256color  62: kDC3: (string) \\033[3;3~
1777864605.565760 xterm-256color  63: kDC4: (string) \\033[3;4~
1777864605.565762 xterm-256color  64: kDC5: (string) \\033[3;5~
1777864605.565763 xterm-256color  65: kDC6: (string) \\033[3;6~
1777864605.565764 xterm-256color  66: kDC7: (string) \\033[3;7~
1777864605.565766 xterm-256color  67: kdch1: (string) \\033[3~
1777864605.565767 xterm-256color  68: kDN: (string) \\033[1;2B
1777864605.565768 xterm-256color  69: kDN3: (string) \\033[1;3B
1777864605.565770 xterm-256color  70: kDN4: (string) \\033[1;4B
1777864605.565771 xterm-256color  71: kDN5: (string) \\033[1;5B
1777864605.565772 xterm-256color  72: kDN6: (string) \\033[1;6B
1777864605.565773 xterm-256color  73: kDN7: (string) \\033[1;7B
1777864605.565775 xterm-256color  74: kend: (string) \\033OF
1777864605.565776 xterm-256color  75: kEND: (string) \\033[1;2F
1777864605.565777 xterm-256color  76: kEND3: (string) \\033[1;3F
1777864605.565779 xterm-256color  77: kEND4: (string) \\033[1;4F
1777864605.565780 xterm-256color  78: kEND5: (string) \\033[1;5F
1777864605.565781 xterm-256color  79: kEND6: (string) \\033[1;6F
1777864605.565783 xterm-256color  80: kEND7: (string) \\033[1;7F
1777864605.565784 xterm-256color  81: kf1: (string) \\033OP
1777864605.565785 xterm-256color  82: kf10: (string) \\033[21~
1777864605.565787 xterm-256color  83: kf11: (string) \\033[23~
1777864605.565788 xterm-256color  84: kf12: (string) \\033[24~
1777864605.565789 xterm-256color  85: kf13: (string) \\033[1;2P
1777864605.565791 xterm-256color  86: kf14: (string) \\033[1;2Q
1777864605.565792 xterm-256color  87: kf15: (string) \\033[1;2R
1777864605.565793 xterm-256color  88: kf16: (string) \\033[1;2S
1777864605.565795 xterm-256color  89: kf17: (string) \\033[15;2~
1777864605.565796 xterm-256color  90: kf18: (string) \\033[17;2~
1777864605.565797 xterm-256color  91: kf19: (string) \\033[18;2~
1777864605.565799 xterm-256color  92: kf2: (string) \\033OQ
1777864605.565800 xterm-256color  93: kf20: (string) \\033[19;2~
1777864605.565801 xterm-256color  94: kf21: (string) \\033[20;2~
1777864605.565803 xterm-256color  95: kf22: (string) \\033[21;2~
1777864605.565804 xterm-256color  96: kf23: (string) \\033[23;2~
1777864605.565805 xterm-256color  97: kf24: (string) \\033[24;2~
1777864605.565806 xterm-256color  98: kf25: (string) \\033[1;5P
1777864605.565808 xterm-256color  99: kf26: (string) \\033[1;5Q
1777864605.565809 xterm-256color 100: kf27: (string) \\033[1;5R
1777864605.565810 xterm-256color 101: kf28: (string) \\033[1;5S
1777864605.565812 xterm-256color 102: kf29: (string) \\033[15;5~
1777864605.565813 xterm-256color 103: kf3: (string) \\033OR
1777864605.565814 xterm-256color 104: kf30: (string) \\033[17;5~
1777864605.565816 xterm-256color 105: kf31: (string) \\033[18;5~
1777864605.565817 xterm-256color 106: kf32: (string) \\033[19;5~
1777864605.565818 xterm-256color 107: kf33: (string) \\033[20;5~
1777864605.565820 xterm-256color 108: kf34: (string) \\033[21;5~
1777864605.565821 xterm-256color 109: kf35: (string) \\033[23;5~
1777864605.565822 xterm-256color 110: kf36: (string) \\033[24;5~
1777864605.565824 xterm-256color 111: kf37: (string) \\033[1;6P
1777864605.565825 xterm-256color 112: kf38: (string) \\033[1;6Q
1777864605.565827 xterm-256color 113: kf39: (string) \\033[1;6R
1777864605.565828 xterm-256color 114: kf4: (string) \\033OS
1777864605.565829 xterm-256color 115: kf40: (string) \\033[1;6S
1777864605.565831 xterm-256color 116: kf41: (string) \\033[15;6~
1777864605.565832 xterm-256color 117: kf42: (string) \\033[17;6~
1777864605.565833 xterm-256color 118: kf43: (string) \\033[18;6~
1777864605.565835 xterm-256color 119: kf44: (string) \\033[19;6~
1777864605.565836 xterm-256color 120: kf45: (string) \\033[20;6~
1777864605.565837 xterm-256color 121: kf46: (string) \\033[21;6~
1777864605.565839 xterm-256color 122: kf47: (string) \\033[23;6~
1777864605.565840 xterm-256color 123: kf48: (string) \\033[24;6~
1777864605.565842 xterm-256color 124: kf49: (string) \\033[1;3P
1777864605.565843 xterm-256color 125: kf5: (string) \\033[15~
1777864605.565844 xterm-256color 126: kf50: (string) \\033[1;3Q
1777864605.565847 xterm-256color 127: kf51: (string) \\033[1;3R
1777864605.565849 xterm-256color 128: kf52: (string) \\033[1;3S
1777864605.565850 xterm-256color 129: kf53: (string) \\033[15;3~
1777864605.565851 xterm-256color 130: kf54: (string) \\033[17;3~
1777864605.565853 xterm-256color 131: kf55: (string) \\033[18;3~
1777864605.565854 xterm-256color 132: kf56: (string) \\033[19;3~
1777864605.565855 xterm-256color 133: kf57: (string) \\033[20;3~
1777864605.565857 xterm-256color 134: kf58: (string) \\033[21;3~
1777864605.565858 xterm-256color 135: kf59: (string) \\033[23;3~
1777864605.565859 xterm-256color 136: kf6: (string) \\033[17~
1777864605.565861 xterm-256color 137: kf60: (string) \\033[24;3~
1777864605.565862 xterm-256color 138: kf61: (string) \\033[1;4P
1777864605.565863 xterm-256color 139: kf62: (string) \\033[1;4Q
1777864605.565865 xterm-256color 140: kf63: (string) \\033[1;4R
1777864605.565866 xterm-256color 141: kf7: (string) \\033[18~
1777864605.565867 xterm-256color 142: kf8: (string) \\033[19~
1777864605.565869 xterm-256color 143: kf9: (string) \\033[20~
1777864605.565870 xterm-256color 144: kHOM: (string) \\033[1;2H
1777864605.565871 xterm-256color 145: kHOM3: (string) \\033[1;3H
1777864605.565873 xterm-256color 146: kHOM4: (string) \\033[1;4H
1777864605.565874 xterm-256color 147: kHOM5: (string) \\033[1;5H
1777864605.565875 xterm-256color 148: kHOM6: (string) \\033[1;6H
1777864605.565877 xterm-256color 149: kHOM7: (string) \\033[1;7H
1777864605.565878 xterm-256color 150: khome: (string) \\033OH
1777864605.565879 xterm-256color 151: kIC: (string) \\033[2;2~
1777864605.565881 xterm-256color 152: kIC3: (string) \\033[2;3~
1777864605.565882 xterm-256color 153: kIC4: (string) \\033[2;4~
1777864605.565884 xterm-256color 154: kIC5: (string) \\033[2;5~
1777864605.565885 xterm-256color 155: kIC6: (string) \\033[2;6~
1777864605.565886 xterm-256color 156: kIC7: (string) \\033[2;7~
1777864605.565888 xterm-256color 157: kich1: (string) \\033[2~
1777864605.565889 xterm-256color 158: kind: (string) \\033[1;2B
1777864605.565890 xterm-256color 159: kLFT: (string) \\033[1;2D
1777864605.565892 xterm-256color 160: kLFT3: (string) \\033[1;3D
1777864605.565893 xterm-256color 161: kLFT4: (string) \\033[1;4D
1777864605.565894 xterm-256color 162: kLFT5: (string) \\033[1;5D
1777864605.565895 xterm-256color 163: kLFT6: (string) \\033[1;6D
1777864605.565897 xterm-256color 164: kLFT7: (string) \\033[1;7D
1777864605.565898 xterm-256color 165: kmous: (string) \\033[<
1777864605.565899 xterm-256color 166: knp: (string) \\033[6~
1777864605.565901 xterm-256color 167: kNXT: (string) \\033[6;2~
1777864605.565902 xterm-256color 168: kNXT3: (string) \\033[6;3~
1777864605.565903 xterm-256color 169: kNXT4: (string) \\033[6;4~
1777864605.565905 xterm-256color 170: kNXT5: (string) \\033[6;5~
1777864605.565906 xterm-256color 171: kNXT6: (string) \\033[6;6~
1777864605.565907 xterm-256color 172: kNXT7: (string) \\033[6;7~
1777864605.565909 xterm-256color 173: kpp: (string) \\033[5~
1777864605.565910 xterm-256color 174: kPRV: (string) \\033[5;2~
1777864605.565911 xterm-256color 175: kPRV3: (string) \\033[5;3~
1777864605.565913 xterm-256color 176: kPRV4: (string) \\033[5;4~
1777864605.565914 xterm-256color 177: kPRV5: (string) \\033[5;5~
1777864605.565915 xterm-256color 178: kPRV6: (string) \\033[5;6~
1777864605.565916 xterm-256color 179: kPRV7: (string) \\033[5;7~
1777864605.565918 xterm-256color 180: kri: (string) \\033[1;2A
1777864605.565919 xterm-256color 181: kRIT: (string) \\033[1;2C
1777864605.565920 xterm-256color 182: kRIT3: (string) \\033[1;3C
1777864605.565922 xterm-256color 183: kRIT4: (string) \\033[1;4C
1777864605.565923 xterm-256color 184: kRIT5: (string) \\033[1;5C
1777864605.565924 xterm-256color 185: kRIT6: (string) \\033[1;6C
1777864605.565926 xterm-256color 186: kRIT7: (string) \\033[1;7C
1777864605.565927 xterm-256color 187: kUP: (string) \\033[1;2A
1777864605.565928 xterm-256color 188: kUP3: (string) \\033[1;3A
1777864605.565930 xterm-256color 189: kUP4: (string) \\033[1;4A
1777864605.565931 xterm-256color 190: kUP5: (string) \\033[1;5A
1777864605.565934 xterm-256color 191: kUP6: (string) \\033[1;6A
1777864605.565935 xterm-256color 192: kUP7: (string) \\033[1;7A
1777864605.565937 xterm-256color 193: Ms: (string) \\033]52;%p1%s;%p2%s\\a
1777864605.565938 xterm-256color 194: Nobr: [missing]
1777864605.565939 xterm-256color 195: ol: [missing]
1777864605.565941 xterm-256color 196: op: (string) \\033[39;49m
1777864605.565942 xterm-256color 197: Rect: [missing]
1777864605.565943 xterm-256color 198: rev: (string) \\033[7m
1777864605.565945 xterm-256color 199: RGB: (flag) true
1777864605.565946 xterm-256color 200: ri: (string) \\033M
1777864605.565947 xterm-256color 201: rin: (string) \\033[%p1%dT
1777864605.565949 xterm-256color 202: rmacs: (string) \\033(B
1777864605.565950 xterm-256color 203: rmcup: (string) \\033[?1049l\\033[23;0;0t
1777864605.565952 xterm-256color 204: rmkx: (string) \\033[?1l\\033>
1777864605.565953 xterm-256color 205: Se: (string) \\033[2 q
1777864605.565955 xterm-256color 206: setab: (string) \\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1777864605.565957 xterm-256color 207: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1777864605.565958 xterm-256color 208: setal: [missing]
1777864605.565959 xterm-256color 209: setrgbb: (string) \\033[48;2;%p1%d;%p2%d;%p3%dm
1777864605.565967 xterm-256color 210: setrgbf: (string) \\033[38;2;%p1%d;%p2%d;%p3%dm
1777864605.565970 xterm-256color 211: Setulc: [missing]
1777864605.565971 xterm-256color 212: Setulc1: [missing]
1777864605.565973 xterm-256color 213: sgr0: (string) \\033(B\\033[m
1777864605.565974 xterm-256color 214: sitm: (string) \\033[3m
1777864605.565975 xterm-256color 215: smacs: (string) \\033(0
1777864605.565977 xterm-256color 216: smcup: (string) \\033[?1049h\\033[22;0;0t
1777864605.565978 xterm-256color 217: smkx: (string) \\033[?1h\\033=
1777864605.565980 xterm-256color 218: Smol: [missing]
1777864605.565981 xterm-256color 219: smso: (string) \\033[7m
1777864605.565982 xterm-256color 220: smul: (string) \\033[4m
1777864605.565984 xterm-256color 221: Smulx: [missing]
1777864605.565985 xterm-256color 222: smxx: (string) \\033[9m
1777864605.565986 xterm-256color 223: Sxl: [missing]
1777864605.565988 xterm-256color 224: Ss: (string) \\033[%p1%d q
1777864605.565989 xterm-256color 225: Swd: [missing]
1777864605.565990 xterm-256color 226: Sync: [missing]
1777864605.565991 xterm-256color 227: Tc: [missing]
1777864605.565993 xterm-256color 228: tsl: (string) \\033]0;
1777864605.565994 xterm-256color 229: U8: [missing]
1777864605.565995 xterm-256color 230: vpa: (string) \\033[%i%p1%dd
1777864605.565996 xterm-256color 231: XT: (flag) true
1777864605.566004 /dev/pts/2: \033[?1049h\033[22;0;0t
1777864605.566005 /dev/pts/2: \033[?1h\033=
1777864605.566007 /dev/pts/2: \033[H\033[2J
1777864605.566008 /dev/pts/2: using UTF-8 for ACS
1777864605.566009 /dev/pts/2: \033[?12l\033[?25h
1777864605.566011 /dev/pts/2: \033[?1000l\033[?1002l\033[?1003l
1777864605.566012 /dev/pts/2: \033[?1006l\033[?1005l
1777864605.566013 /dev/pts/2: \033[?2004h
1777864605.566014 /dev/pts/2: \033(B\033[m
1777864605.566016 /dev/pts/2: \033[?12l\033[?25h
1777864605.566017 /dev/pts/2: current mode ALL
1777864605.566018 /dev/pts/2: setting mode CURSOR
1777864605.566020 /dev/pts/2: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1777864605.566028 /dev/pts/2: \033[1;1H
1777864605.566030 /dev/pts/2: \033[1;24r
1777864605.566032 new key \033[1;2P: 0x40000010e195 (S-F1)
1777864605.566034 new key \033[1;3P: 0x810000010e195 (M-F1[I])
1777864605.566036 new key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1777864605.566037 new key \033[1;5P: 0x20000010e195 (C-F1)
1777864605.566038 new key \033[1;6P: 0x60000010e195 (C-S-F1)
1777864605.566040 new key \033[1;7P: 0x830000010e195 (C-M-F1[I])
1777864605.566041 new key \033[1;8P: 0x870000010e195 (C-M-S-F1[I])
1777864605.566043 new key \033[1;9P: 0x810000010e195 (M-F1[I])
1777864605.566044 new key \033O1;2P: 0x40000010e195 (S-F1)
1777864605.566046 new key \033O1;3P: 0x810000010e195 (M-F1[I])
1777864605.566047 new key \033O1;4P: 0x850000010e195 (M-S-F1[I])
1777864605.566051 new key \033O1;5P: 0x20000010e195 (C-F1)
1777864605.566052 new key \033O1;6P: 0x60000010e195 (C-S-F1)
1777864605.566054 new key \033O1;7P: 0x830000010e195 (C-M-F1[I])
1777864605.566055 new key \033O1;8P: 0x870000010e195 (C-M-S-F1[I])
1777864605.566056 new key \033O1;9P: 0x810000010e195 (M-F1[I])
1777864605.566058 new key \033O2P: 0x40000010e195 (S-F1)
1777864605.566059 new key \033O3P: 0x810000010e195 (M-F1[I])
1777864605.566060 new key \033O4P: 0x850000010e195 (M-S-F1[I])
1777864605.566062 new key \033O5P: 0x20000010e195 (C-F1)
1777864605.566063 new key \033O6P: 0x60000010e195 (C-S-F1)
1777864605.566065 new key \033O7P: 0x830000010e195 (C-M-F1[I])
1777864605.566066 new key \033O8P: 0x870000010e195 (C-M-S-F1[I])
1777864605.566067 new key \033O9P: 0x810000010e195 (M-F1[I])
1777864605.566069 new key \033[1;2Q: 0x40000010e196 (S-F2)
1777864605.566070 new key \033[1;3Q: 0x810000010e196 (M-F2[I])
1777864605.566072 new key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1777864605.566073 new key \033[1;5Q: 0x20000010e196 (C-F2)
1777864605.566074 new key \033[1;6Q: 0x60000010e196 (C-S-F2)
1777864605.566076 new key \033[1;7Q: 0x830000010e196 (C-M-F2[I])
1777864605.566077 new key \033[1;8Q: 0x870000010e196 (C-M-S-F2[I])
1777864605.566079 new key \033[1;9Q: 0x810000010e196 (M-F2[I])
1777864605.566080 new key \033O1;2Q: 0x40000010e196 (S-F2)
1777864605.566081 new key \033O1;3Q: 0x810000010e196 (M-F2[I])
1777864605.566083 new key \033O1;4Q: 0x850000010e196 (M-S-F2[I])
1777864605.566084 new key \033O1;5Q: 0x20000010e196 (C-F2)
1777864605.566086 new key \033O1;6Q: 0x60000010e196 (C-S-F2)
1777864605.566087 new key \033O1;7Q: 0x830000010e196 (C-M-F2[I])
1777864605.566088 new key \033O1;8Q: 0x870000010e196 (C-M-S-F2[I])
1777864605.566090 new key \033O1;9Q: 0x810000010e196 (M-F2[I])
1777864605.566091 new key \033O2Q: 0x40000010e196 (S-F2)
1777864605.566092 new key \033O3Q: 0x810000010e196 (M-F2[I])
1777864605.566094 new key \033O4Q: 0x850000010e196 (M-S-F2[I])
1777864605.566095 new key \033O5Q: 0x20000010e196 (C-F2)
1777864605.566097 new key \033O6Q: 0x60000010e196 (C-S-F2)
1777864605.566098 new key \033O7Q: 0x830000010e196 (C-M-F2[I])
1777864605.566099 new key \033O8Q: 0x870000010e196 (C-M-S-F2[I])
1777864605.566101 new key \033O9Q: 0x810000010e196 (M-F2[I])
1777864605.566102 new key \033[1;2R: 0x40000010e197 (S-F3)
1777864605.566104 new key \033[1;3R: 0x810000010e197 (M-F3[I])
1777864605.566105 new key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1777864605.566106 new key \033[1;5R: 0x20000010e197 (C-F3)
1777864605.566108 new key \033[1;6R: 0x60000010e197 (C-S-F3)
1777864605.566109 new key \033[1;7R: 0x830000010e197 (C-M-F3[I])
1777864605.566111 new key \033[1;8R: 0x870000010e197 (C-M-S-F3[I])
1777864605.566112 new key \033[1;9R: 0x810000010e197 (M-F3[I])
1777864605.566114 new key \033O1;2R: 0x40000010e197 (S-F3)
1777864605.566115 new key \033O1;3R: 0x810000010e197 (M-F3[I])
1777864605.566116 new key \033O1;4R: 0x850000010e197 (M-S-F3[I])
1777864605.566118 new key \033O1;5R: 0x20000010e197 (C-F3)
1777864605.566119 new key \033O1;6R: 0x60000010e197 (C-S-F3)
1777864605.566121 new key \033O1;7R: 0x830000010e197 (C-M-F3[I])
1777864605.566122 new key \033O1;8R: 0x870000010e197 (C-M-S-F3[I])
1777864605.566123 new key \033O1;9R: 0x810000010e197 (M-F3[I])
1777864605.566125 new key \033O2R: 0x40000010e197 (S-F3)
1777864605.566126 new key \033O3R: 0x810000010e197 (M-F3[I])
1777864605.566128 new key \033O4R: 0x850000010e197 (M-S-F3[I])
1777864605.566129 new key \033O5R: 0x20000010e197 (C-F3)
1777864605.566130 new key \033O6R: 0x60000010e197 (C-S-F3)
1777864605.566132 new key \033O7R: 0x830000010e197 (C-M-F3[I])
1777864605.566133 new key \033O8R: 0x870000010e197 (C-M-S-F3[I])
1777864605.566135 new key \033O9R: 0x810000010e197 (M-F3[I])
1777864605.566136 new key \033[1;2S: 0x40000010e198 (S-F4)
1777864605.566137 new key \033[1;3S: 0x810000010e198 (M-F4[I])
1777864605.566139 new key \033[1;4S: 0x850000010e198 (M-S-F4[I])
1777864605.566140 new key \033[1;5S: 0x20000010e198 (C-F4)
1777864605.566142 new key \033[1;6S: 0x60000010e198 (C-S-F4)
1777864605.566145 new key \033[1;7S: 0x830000010e198 (C-M-F4[I])
1777864605.566147 new key \033[1;8S: 0x870000010e198 (C-M-S-F4[I])
1777864605.566149 new key \033[1;9S: 0x810000010e198 (M-F4[I])
1777864605.566150 new key \033O1;2S: 0x40000010e198 (S-F4)
1777864605.566151 new key \033O1;3S: 0x810000010e198 (M-F4[I])
1777864605.566153 new key \033O1;4S: 0x850000010e198 (M-S-F4[I])
1777864605.566154 new key \033O1;5S: 0x20000010e198 (C-F4)
1777864605.566156 new key \033O1;6S: 0x60000010e198 (C-S-F4)
1777864605.566157 new key \033O1;7S: 0x830000010e198 (C-M-F4[I])
1777864605.566158 new key \033O1;8S: 0x870000010e198 (C-M-S-F4[I])
1777864605.566160 new key \033O1;9S: 0x810000010e198 (M-F4[I])
1777864605.566161 new key \033O2S: 0x40000010e198 (S-F4)
1777864605.566163 new key \033O3S: 0x810000010e198 (M-F4[I])
1777864605.566164 new key \033O4S: 0x850000010e198 (M-S-F4[I])
1777864605.566165 new key \033O5S: 0x20000010e198 (C-F4)
1777864605.566167 new key \033O6S: 0x60000010e198 (C-S-F4)
1777864605.566168 new key \033O7S: 0x830000010e198 (C-M-F4[I])
1777864605.566170 new key \033O8S: 0x870000010e198 (C-M-S-F4[I])
1777864605.566171 new key \033O9S: 0x810000010e198 (M-F4[I])
1777864605.566172 new key \033[15;2~: 0x40000010e199 (S-F5)
1777864605.566174 new key \033[15;3~: 0x810000010e199 (M-F5[I])
1777864605.566175 new key \033[15;4~: 0x850000010e199 (M-S-F5[I])
1777864605.566177 new key \033[15;5~: 0x20000010e199 (C-F5)
1777864605.566178 new key \033[15;6~: 0x60000010e199 (C-S-F5)
1777864605.566180 new key \033[15;7~: 0x830000010e199 (C-M-F5[I])
1777864605.566181 new key \033[15;8~: 0x870000010e199 (C-M-S-F5[I])
1777864605.566183 new key \033[15;9~: 0x810000010e199 (M-F5[I])
1777864605.566184 new key \033[17;2~: 0x40000010e19a (S-F6)
1777864605.566186 new key \033[17;3~: 0x810000010e19a (M-F6[I])
1777864605.566187 new key \033[17;4~: 0x850000010e19a (M-S-F6[I])
1777864605.566188 new key \033[17;5~: 0x20000010e19a (C-F6)
1777864605.566190 new key \033[17;6~: 0x60000010e19a (C-S-F6)
1777864605.566191 new key \033[17;7~: 0x830000010e19a (C-M-F6[I])
1777864605.566193 new key \033[17;8~: 0x870000010e19a (C-M-S-F6[I])
1777864605.566194 new key \033[17;9~: 0x810000010e19a (M-F6[I])
1777864605.566196 new key \033[18;2~: 0x40000010e19b (S-F7)
1777864605.566197 new key \033[18;3~: 0x810000010e19b (M-F7[I])
1777864605.566199 new key \033[18;4~: 0x850000010e19b (M-S-F7[I])
1777864605.566200 new key \033[18;5~: 0x20000010e19b (C-F7)
1777864605.566201 new key \033[18;6~: 0x60000010e19b (C-S-F7)
1777864605.566203 new key \033[18;7~: 0x830000010e19b (C-M-F7[I])
1777864605.566204 new key \033[18;8~: 0x870000010e19b (C-M-S-F7[I])
1777864605.566206 new key \033[18;9~: 0x810000010e19b (M-F7[I])
1777864605.566207 new key \033[19;2~: 0x40000010e19c (S-F8)
1777864605.566209 new key \033[19;3~: 0x810000010e19c (M-F8[I])
1777864605.566210 new key \033[19;4~: 0x850000010e19c (M-S-F8[I])
1777864605.566211 new key \033[19;5~: 0x20000010e19c (C-F8)
1777864605.566213 new key \033[19;6~: 0x60000010e19c (C-S-F8)
1777864605.566214 new key \033[19;7~: 0x830000010e19c (C-M-F8[I])
1777864605.566216 new key \033[19;8~: 0x870000010e19c (C-M-S-F8[I])
1777864605.566217 new key \033[19;9~: 0x810000010e19c (M-F8[I])
1777864605.566219 new key \033[20;2~: 0x40000010e19d (S-F9)
1777864605.566220 new key \033[20;3~: 0x810000010e19d (M-F9[I])
1777864605.566222 new key \033[20;4~: 0x850000010e19d (M-S-F9[I])
1777864605.566223 new key \033[20;5~: 0x20000010e19d (C-F9)
1777864605.566224 new key \033[20;6~: 0x60000010e19d (C-S-F9)
1777864605.566226 new key \033[20;7~: 0x830000010e19d (C-M-F9[I])
